## Columns = 00000 count, 00001 count, 00010 count, 00011 count, 00100 count, 00101 count, 00110 count, 00111 count, 01000 count, 01001 count, 01010 count, 01011 count, 01100 count, 01101 count, 01110 count, 01111 count, 10000 count, 10001 count, 10010 count, 10011 count, 10100 count, 10101 count, 10110 count, 10111 count, 11000 count, 11001 count, 11010 count, 11011 count, 11100 count, 11101 count, 11110 count, 11111 count
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  2  0  0  0  25  0  0  0  45  0  0  0  456  0  0  0  30  0  0  0  388  0  0  0  616  0  0  0  6630  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^2[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  5  0  0  0  29  0  0  0  43  0  0  0  445  0  0  0  25  0  0  0  383  0  0  0  624  0  0  0  6638  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^4[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  4  0  0  0  26  0  0  0  46  0  0  0  448  0  0  0  39  0  0  0  326  0  0  0  596  0  0  0  6707  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^8[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  4  0  0  0  20  0  0  0  38  0  0  0  482  0  0  0  30  0  0  0  337  0  0  0  637  0  0  0  6644  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  1  0  0  0  26  0  0  0  39  0  0  0  482  0  0  0  39  0  0  0  344  0  0  0  606  0  0  0  6655  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^2[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  0  0  0  0  28  0  0  0  35  0  0  0  489  0  0  0  43  0  0  0  370  0  0  0  651  0  0  0  6576  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^4[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  0  0  0  0  23  0  0  0  34  0  0  0  489  0  0  0  32  0  0  0  364  0  0  0  615  0  0  0  6635  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^8[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  5  0  0  0  23  0  0  0  49  0  0  0  477  0  0  0  32  0  0  0  398  0  0  0  642  0  0  0  6566  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  1  0  0  0  16  0  0  0  51  0  0  0  450  0  0  0  25  0  0  0  341  0  0  0  636  0  0  0  6672  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  0  0  0  0  33  0  0  0  37  0  0  0  502  0  0  0  41  0  0  0  347  0  0  0  583  0  0  0  6649  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  2  0  0  0  19  0  0  0  44  0  0  0  481  0  0  0  37  0  0  0  334  0  0  0  627  0  0  0  6648  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  2  0  0  0  29  0  0  0  51  0  0  0  473  0  0  0  46  0  0  0  319  0  0  0  614  0  0  0  6658  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  2  0  0  0  25  0  0  0  45  0  0  0  469  0  0  0  37  0  0  0  350  0  0  0  631  0  0  0  6633  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  2  0  0  0  31  0  0  0  48  0  0  0  470  0  0  0  25  0  0  0  367  0  0  0  597  0  0  0  6652  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  3  0  0  0  15  0  0  0  43  0  0  0  476  0  0  0  31  0  0  0  394  0  0  0  638  0  0  0  6592  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^8[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  0  0  0  0  14  0  0  0  41  0  0  0  486  0  0  0  38  0  0  0  333  0  0  0  606  0  0  0  6674  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  3  0  0  0  28  0  0  0  45  0  0  0  490  0  0  0  35  0  0  0  340  0  0  0  552  0  0  0  6699  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^2[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  5  0  0  0  23  0  0  0  40  0  0  0  458  0  0  0  33  0  0  0  366  0  0  0  602  0  0  0  6665  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^4[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  3  0  0  0  30  0  0  0  30  0  0  0  506  0  0  0  29  0  0  0  382  0  0  0  601  0  0  0  6611  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^8[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  1  0  0  0  25  0  0  0  42  0  0  0  440  0  0  0  36  0  0  0  356  0  0  0  596  0  0  0  6696  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  2  0  0  0  19  0  0  0  43  0  0  0  464  0  0  0  26  0  0  0  379  0  0  0  627  0  0  0  6632  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  2  0  0  0  25  0  0  0  52  0  0  0  422  0  0  0  38  0  0  0  395  0  0  0  610  0  0  0  6648  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  3  0  0  0  28  0  0  0  40  0  0  0  466  0  0  0  42  0  0  0  350  0  0  0  585  0  0  0  6678  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  0  0  0  0  23  0  0  0  32  0  0  0  464  0  0  0  31  0  0  0  374  0  0  0  611  0  0  0  6657  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  1  0  0  0  28  0  0  0  42  0  0  0  463  0  0  0  27  0  0  0  357  0  0  0  601  0  0  0  6673  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  4  0  0  0  23  0  0  0  29  0  0  0  488  0  0  0  23  0  0  0  364  0  0  0  653  0  0  0  6608  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  1  0  0  0  26  0  0  0  42  0  0  0  410  0  0  0  33  0  0  0  352  0  0  0  596  0  0  0  6732  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  3  0  0  0  27  0  0  0  45  0  0  0  489  0  0  0  40  0  0  0  310  0  0  0  672  0  0  0  6606  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  4  0  0  0  30  0  0  0  44  0  0  0  469  0  0  0  36  0  0  0  385  0  0  0  601  0  0  0  6623  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  1  0  0  0  26  0  0  0  39  0  0  0  481  0  0  0  34  0  0  0  393  0  0  0  590  0  0  0  6628  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  3  0  0  0  21  0  0  0  44  0  0  0  482  0  0  0  30  0  0  0  347  0  0  0  590  0  0  0  6675  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  3  0  0  0  31  0  0  0  49  0  0  0  484  0  0  0  32  0  0  0  341  0  0  0  603  0  0  0  6649  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  42  0  0  0  499  0  0  0  2  0  0  0  17  0  0  0  646  0  0  0  6768  0  0  0  19  0  0  0  199  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  42  0  0  0  445  0  0  0  2  0  0  0  16  0  0  0  638  0  0  0  6861  0  0  0  22  0  0  0  166  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  38  0  0  0  519  0  0  0  1  0  0  0  16  0  0  0  610  0  0  0  6837  0  0  0  12  0  0  0  159  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  40  0  0  0  451  0  0  0  2  0  0  0  8  0  0  0  625  0  0  0  6889  0  0  0  17  0  0  0  160  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  18  0  0  0  0  0  0  0  467  0  0  0  30  0  0  0  336  0  0  0  26  0  0  0  6858  0  0  0  457  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  23  0  0  0  0  0  0  0  461  0  0  0  26  0  0  0  334  0  0  0  19  0  0  0  6889  0  0  0  440  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  22  0  0  0  3  0  0  0  481  0  0  0  37  0  0  0  338  0  0  0  19  0  0  0  6883  0  0  0  409  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^8[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  31  0  0  0  0  0  0  0  455  0  0  0  26  0  0  0  342  0  0  0  22  0  0  0  6926  0  0  0  390  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  0  0  0  0  21  0  0  0  32  0  0  0  454  0  0  0  40  0  0  0  370  0  0  0  544  0  0  0  6731  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^2[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  3  0  0  0  30  0  0  0  52  0  0  0  467  0  0  0  32  0  0  0  344  0  0  0  620  0  0  0  6644  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^4[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  3  0  0  0  34  0  0  0  37  0  0  0  464  0  0  0  33  0  0  0  341  0  0  0  652  0  0  0  6628  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^8[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  1  0  0  0  16  0  0  0  36  0  0  0  422  0  0  0  49  0  0  0  350  0  0  0  589  0  0  0  6729  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  323  0  0  0  25  0  0  0  7237  0  0  0  496  0  0  0  3  0  0  0  0  0  0  0  103  0  0  0  5  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  387  0  0  0  18  0  0  0  7248  0  0  0  453  0  0  0  1  0  0  0  0  0  0  0  75  0  0  0  10  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  373  0  0  0  22  0  0  0  7251  0  0  0  457  0  0  0  6  0  0  0  0  0  0  0  79  0  0  0  4  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  348  0  0  0  11  0  0  0  7298  0  0  0  434  0  0  0  6  0  0  0  0  0  0  0  90  0  0  0  5  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  640  0  0  0  7256  0  0  0  22  0  0  0  176  0  0  0  6  0  0  0  92  0  0  0  0  0  0  0  0  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  687  0  0  0  7227  0  0  0  15  0  0  0  168  0  0  0  7  0  0  0  87  0  0  0  0  0  0  0  1  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  605  0  0  0  7282  0  0  0  7  0  0  0  195  0  0  0  14  0  0  0  88  0  0  0  0  0  0  0  1  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  726  0  0  0  7212  0  0  0  11  0  0  0  151  0  0  0  4  0  0  0  86  0  0  0  0  0  0  0  2  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7317  0  0  0  593  0  0  0  148  0  0  0  20  0  0  0  105  0  0  0  7  0  0  0  2  0  0  0  0  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7403  0  0  0  499  0  0  0  186  0  0  0  12  0  0  0  83  0  0  0  6  0  0  0  2  0  0  0  1  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7379  0  0  0  522  0  0  0  170  0  0  0  17  0  0  0  96  0  0  0  5  0  0  0  2  0  0  0  1  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7441  0  0  0  482  0  0  0  154  0  0  0  12  0  0  0  96  0  0  0  4  0  0  0  3  0  0  0  0  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  2  0  0  0  28  0  0  0  45  0  0  0  468  0  0  0  32  0  0  0  340  0  0  0  565  0  0  0  6712  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  3  0  0  0  34  0  0  0  47  0  0  0  487  0  0  0  26  0  0  0  349  0  0  0  613  0  0  0  6633  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  1  0  0  0  22  0  0  0  33  0  0  0  469  0  0  0  40  0  0  0  371  0  0  0  656  0  0  0  6600  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  1  0  0  0  16  0  0  0  31  0  0  0  445  0  0  0  30  0  0  0  387  0  0  0  617  0  0  0  6665  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  3  0  0  0  25  0  0  0  53  0  0  0  487  0  0  0  43  0  0  0  357  0  0  0  609  0  0  0  6615  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  3  0  0  0  25  0  0  0  49  0  0  0  502  0  0  0  31  0  0  0  351  0  0  0  585  0  0  0  6646  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  1  0  0  0  31  0  0  0  45  0  0  0  456  0  0  0  43  0  0  0  367  0  0  0  615  0  0  0  6634  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  2  0  0  0  23  0  0  0  52  0  0  0  517  0  0  0  33  0  0  0  364  0  0  0  632  0  0  0  6569  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  1  0  0  0  25  0  0  0  58  0  0  0  480  0  0  0  30  0  0  0  341  0  0  0  637  0  0  0  6620  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  1  0  0  0  31  0  0  0  49  0  0  0  507  0  0  0  29  0  0  0  354  0  0  0  612  0  0  0  6609  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  2  0  0  0  27  0  0  0  40  0  0  0  455  0  0  0  38  0  0  0  345  0  0  0  647  0  0  0  6638  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  3  0  0  0  26  0  0  0  50  0  0  0  454  0  0  0  42  0  0  0  342  0  0  0  636  0  0  0  6639  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  3  0  0  0  22  0  0  0  37  0  0  0  483  0  0  0  29  0  0  0  314  0  0  0  669  0  0  0  6635  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  1  0  0  0  26  0  0  0  40  0  0  0  494  0  0  0  33  0  0  0  364  0  0  0  554  0  0  0  6680  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  2  0  0  0  27  0  0  0  43  0  0  0  534  0  0  0  28  0  0  0  372  0  0  0  618  0  0  0  6568  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  2  0  0  0  26  0  0  0  41  0  0  0  491  0  0  0  26  0  0  0  356  0  0  0  635  0  0  0  6615  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  1  0  0  0  27  0  0  0  39  0  0  0  459  0  0  0  29  0  0  0  396  0  0  0  616  0  0  0  6625  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  1  0  0  0  23  0  0  0  37  0  0  0  510  0  0  0  31  0  0  0  364  0  0  0  627  0  0  0  6599  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  1  0  0  0  33  0  0  0  49  0  0  0  488  0  0  0  31  0  0  0  389  0  0  0  578  0  0  0  6623  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^8[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  2  0  0  0  15  0  0  0  38  0  0  0  486  0  0  0  43  0  0  0  370  0  0  0  618  0  0  0  6620  0  0  0
