## Columns = 00000 count, 00001 count, 00010 count, 00011 count, 00100 count, 00101 count, 00110 count, 00111 count, 01000 count, 01001 count, 01010 count, 01011 count, 01100 count, 01101 count, 01110 count, 01111 count, 10000 count, 10001 count, 10010 count, 10011 count, 10100 count, 10101 count, 10110 count, 10111 count, 11000 count, 11001 count, 11010 count, 11011 count, 11100 count, 11101 count, 11110 count, 11111 count
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^8[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  2  0  0  0  40  0  0  0  47  0  0  0  469  0  0  0  53  0  0  0  563  0  0  0  627  0  0  0  6391  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  2  0  0  0  40  0  0  0  36  0  0  0  470  0  0  0  46  0  0  0  607  0  0  0  589  0  0  0  6402  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^2[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  7  0  0  0  50  0  0  0  44  0  0  0  483  0  0  0  47  0  0  0  601  0  0  0  602  0  0  0  6358  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^4[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  1  0  0  0  42  0  0  0  38  0  0  0  456  0  0  0  59  0  0  0  584  0  0  0  609  0  0  0  6403  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^8[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  5  0  0  0  42  0  0  0  58  0  0  0  484  0  0  0  54  0  0  0  587  0  0  0  580  0  0  0  6382  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  2  0  0  0  56  0  0  0  43  0  0  0  484  0  0  0  50  0  0  0  564  0  0  0  588  0  0  0  6405  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^2[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  4  0  0  0  51  0  0  0  37  0  0  0  485  0  0  0  49  0  0  0  594  0  0  0  614  0  0  0  6358  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^4[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  2  0  0  0  44  0  0  0  43  0  0  0  504  0  0  0  49  0  0  0  601  0  0  0  588  0  0  0  6361  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]([])^8[Gy:0Gy:1Gy:2Gy:3Gy:4][Gy:0Gy:1Gy:2Gy:3][Gy:0Gy:1Gy:2Gy:3]@(0,1,2,3,4)  3  0  0  0  47  0  0  0  51  0  0  0  495  0  0  0  50  0  0  0  599  0  0  0  673  0  0  0  6274  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  3  0  0  0  44  0  0  0  50  0  0  0  505  0  0  0  45  0  0  0  557  0  0  0  617  0  0  0  6371  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  5  0  0  0  30  0  0  0  44  0  0  0  477  0  0  0  47  0  0  0  558  0  0  0  583  0  0  0  6448  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  6  0  0  0  40  0  0  0  40  0  0  0  483  0  0  0  53  0  0  0  569  0  0  0  618  0  0  0  6383  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3][Gx:1Gx:3]@(0,1,2,3,4)  5  0  0  0  32  0  0  0  41  0  0  0  453  0  0  0  57  0  0  0  600  0  0  0  603  0  0  0  6401  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  2  0  0  0  39  0  0  0  49  0  0  0  417  0  0  0  47  0  0  0  590  0  0  0  580  0  0  0  6468  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  2  0  0  0  38  0  0  0  48  0  0  0  476  0  0  0  47  0  0  0  582  0  0  0  594  0  0  0  6405  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  5  0  0  0  42  0  0  0  43  0  0  0  482  0  0  0  63  0  0  0  580  0  0  0  595  0  0  0  6382  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]([])^8[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3][Gx:2Gx:3]@(0,1,2,3,4)  6  0  0  0  39  0  0  0  41  0  0  0  462  0  0  0  48  0  0  0  542  0  0  0  545  0  0  0  6509  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  3  0  0  0  42  0  0  0  34  0  0  0  494  0  0  0  51  0  0  0  635  0  0  0  569  0  0  0  6364  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^2[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  6  0  0  0  51  0  0  0  37  0  0  0  497  0  0  0  41  0  0  0  547  0  0  0  587  0  0  0  6426  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^4[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  2  0  0  0  48  0  0  0  43  0  0  0  444  0  0  0  49  0  0  0  544  0  0  0  633  0  0  0  6429  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4([])^8[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4Gx:4@(0,1,2,3,4)  3  0  0  0  36  0  0  0  49  0  0  0  488  0  0  0  33  0  0  0  605  0  0  0  643  0  0  0  6335  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  0  0  0  0  43  0  0  0  46  0  0  0  491  0  0  0  63  0  0  0  535  0  0  0  582  0  0  0  6432  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  5  0  0  0  38  0  0  0  44  0  0  0  443  0  0  0  54  0  0  0  565  0  0  0  598  0  0  0  6445  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  2  0  0  0  43  0  0  0  51  0  0  0  475  0  0  0  57  0  0  0  537  0  0  0  604  0  0  0  6423  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  4  0  0  0  44  0  0  0  44  0  0  0  481  0  0  0  36  0  0  0  564  0  0  0  583  0  0  0  6436  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  2  0  0  0  38  0  0  0  50  0  0  0  496  0  0  0  34  0  0  0  548  0  0  0  596  0  0  0  6428  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  2  0  0  0  46  0  0  0  39  0  0  0  452  0  0  0  48  0  0  0  546  0  0  0  606  0  0  0  6453  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  6  0  0  0  41  0  0  0  42  0  0  0  472  0  0  0  44  0  0  0  551  0  0  0  566  0  0  0  6470  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  4  0  0  0  43  0  0  0  41  0  0  0  457  0  0  0  66  0  0  0  565  0  0  0  610  0  0  0  6406  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  4  0  0  0  47  0  0  0  34  0  0  0  473  0  0  0  53  0  0  0  550  0  0  0  618  0  0  0  6413  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  4  0  0  0  46  0  0  0  43  0  0  0  483  0  0  0  42  0  0  0  543  0  0  0  600  0  0  0  6431  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  4  0  0  0  46  0  0  0  33  0  0  0  464  0  0  0  55  0  0  0  563  0  0  0  594  0  0  0  6433  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  3  0  0  0  44  0  0  0  53  0  0  0  546  0  0  0  51  0  0  0  519  0  0  0  636  0  0  0  6340  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  48  0  0  0  495  0  0  0  2  0  0  0  34  0  0  0  622  0  0  0  6602  0  0  0  34  0  0  0  355  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  38  0  0  0  468  0  0  0  3  0  0  0  22  0  0  0  647  0  0  0  6596  0  0  0  36  0  0  0  382  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  33  0  0  0  529  0  0  0  0  0  0  0  26  0  0  0  620  0  0  0  6566  0  0  0  35  0  0  0  383  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gx:1Gx:3]@(0,1,2,3,4)  52  0  0  0  500  0  0  0  5  0  0  0  27  0  0  0  612  0  0  0  6596  0  0  0  27  0  0  0  373  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  48  0  0  0  2  0  0  0  483  0  0  0  32  0  0  0  521  0  0  0  41  0  0  0  6587  0  0  0  478  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  42  0  0  0  4  0  0  0  468  0  0  0  33  0  0  0  577  0  0  0  29  0  0  0  6586  0  0  0  453  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  36  0  0  0  4  0  0  0  512  0  0  0  35  0  0  0  580  0  0  0  28  0  0  0  6600  0  0  0  397  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]([])^8[Gy:0Gy:1Gx:2Gx:3Gy:4][Gx:2Gx:3]@(0,1,2,3,4)  33  0  0  0  3  0  0  0  525  0  0  0  23  0  0  0  547  0  0  0  51  0  0  0  6640  0  0  0  370  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  2  0  0  0  41  0  0  0  46  0  0  0  486  0  0  0  42  0  0  0  564  0  0  0  564  0  0  0  6447  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^2[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  2  0  0  0  34  0  0  0  49  0  0  0  462  0  0  0  46  0  0  0  601  0  0  0  603  0  0  0  6395  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^4[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  3  0  0  0  44  0  0  0  28  0  0  0  510  0  0  0  42  0  0  0  565  0  0  0  577  0  0  0  6423  0  0  0
[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4([])^8[Gy:0Gy:1Gy:2Gy:3Gx:4]Gx:4@(0,1,2,3,4)  2  0  0  0  54  0  0  0  52  0  0  0  487  0  0  0  43  0  0  0  570  0  0  0  567  0  0  0  6417  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  569  0  0  0  36  0  0  0  7016  0  0  0  469  0  0  0  7  0  0  0  2  0  0  0  84  0  0  0  9  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  583  0  0  0  30  0  0  0  6975  0  0  0  484  0  0  0  10  0  0  0  1  0  0  0  98  0  0  0  11  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  618  0  0  0  36  0  0  0  6983  0  0  0  447  0  0  0  9  0  0  0  1  0  0  0  93  0  0  0  5  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gx:0Gx:2Gx:4]@(0,1,2,3,4)  572  0  0  0  29  0  0  0  7017  0  0  0  462  0  0  0  7  0  0  0  0  0  0  0  98  0  0  0  7  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  598  0  0  0  7057  0  0  0  35  0  0  0  388  0  0  0  11  0  0  0  102  0  0  0  0  0  0  0  1  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  624  0  0  0  7015  0  0  0  29  0  0  0  415  0  0  0  5  0  0  0  99  0  0  0  1  0  0  0  4  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  611  0  0  0  7052  0  0  0  30  0  0  0  377  0  0  0  11  0  0  0  103  0  0  0  1  0  0  0  7  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gx:0Gx:1Gx:4]@(0,1,2,3,4)  648  0  0  0  7017  0  0  0  34  0  0  0  369  0  0  0  12  0  0  0  108  0  0  0  0  0  0  0  4  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7197  0  0  0  516  0  0  0  346  0  0  0  36  0  0  0  84  0  0  0  8  0  0  0  5  0  0  0  0  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7203  0  0  0  435  0  0  0  416  0  0  0  30  0  0  0  96  0  0  0  4  0  0  0  7  0  0  0  1  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7197  0  0  0  434  0  0  0  409  0  0  0  28  0  0  0  111  0  0  0  4  0  0  0  8  0  0  0  1  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4][Gx:0Gx:1Gx:2Gx:3]@(0,1,2,3,4)  7164  0  0  0  469  0  0  0  376  0  0  0  35  0  0  0  133  0  0  0  7  0  0  0  7  0  0  0  1  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  5  0  0  0  37  0  0  0  38  0  0  0  433  0  0  0  41  0  0  0  553  0  0  0  518  0  0  0  6567  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^2[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  8  0  0  0  36  0  0  0  48  0  0  0  464  0  0  0  48  0  0  0  536  0  0  0  613  0  0  0  6439  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^4[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  6  0  0  0  42  0  0  0  36  0  0  0  446  0  0  0  40  0  0  0  574  0  0  0  654  0  0  0  6394  0  0  0
[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]([])^8[Gx:0Gy:1Gx:2Gy:3Gx:4][Gy:1Gy:3][Gy:1Gy:3]@(0,1,2,3,4)  5  0  0  0  37  0  0  0  42  0  0  0  444  0  0  0  54  0  0  0  523  0  0  0  579  0  0  0  6508  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  6  0  0  0  38  0  0  0  45  0  0  0  458  0  0  0  43  0  0  0  502  0  0  0  610  0  0  0  6490  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^2[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  5  0  0  0  41  0  0  0  53  0  0  0  501  0  0  0  48  0  0  0  563  0  0  0  603  0  0  0  6378  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^4[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  2  0  0  0  41  0  0  0  47  0  0  0  465  0  0  0  50  0  0  0  496  0  0  0  597  0  0  0  6494  0  0  0
[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]([])^8[Gx:0Gx:1Gy:2Gy:3Gx:4][Gy:2Gy:3][Gy:2Gy:3]@(0,1,2,3,4)  3  0  0  0  53  0  0  0  48  0  0  0  472  0  0  0  57  0  0  0  541  0  0  0  603  0  0  0  6415  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  2  0  0  0  45  0  0  0  36  0  0  0  447  0  0  0  47  0  0  0  531  0  0  0  630  0  0  0  6454  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^2[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  6  0  0  0  29  0  0  0  49  0  0  0  464  0  0  0  56  0  0  0  506  0  0  0  571  0  0  0  6511  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^4[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  5  0  0  0  41  0  0  0  36  0  0  0  479  0  0  0  35  0  0  0  566  0  0  0  572  0  0  0  6458  0  0  0
[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4([])^8[Gx:0Gx:1Gx:2Gx:3Gy:4]Gy:4Gy:4@(0,1,2,3,4)  2  0  0  0  45  0  0  0  48  0  0  0  467  0  0  0  37  0  0  0  554  0  0  0  590  0  0  0  6449  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  5  0  0  0  24  0  0  0  31  0  0  0  460  0  0  0  64  0  0  0  524  0  0  0  589  0  0  0  6495  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^2[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  2  0  0  0  26  0  0  0  50  0  0  0  485  0  0  0  51  0  0  0  530  0  0  0  585  0  0  0  6463  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^4[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  1  0  0  0  36  0  0  0  44  0  0  0  454  0  0  0  67  0  0  0  557  0  0  0  566  0  0  0  6467  0  0  0
[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]([])^8[Gy:0Gx:1Gy:2Gx:3Gy:4][Gy:0Gy:2Gy:4][Gy:0Gy:2Gy:4]@(0,1,2,3,4)  2  0  0  0  36  0  0  0  58  0  0  0  451  0  0  0  32  0  0  0  515  0  0  0  600  0  0  0  6498  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  6  0  0  0  27  0  0  0  52  0  0  0  454  0  0  0  56  0  0  0  521  0  0  0  596  0  0  0  6480  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^2[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  2  0  0  0  40  0  0  0  38  0  0  0  418  0  0  0  48  0  0  0  541  0  0  0  570  0  0  0  6535  0  0  0
[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]([])^4[Gy:0Gy:1Gx:2Gx:3Gy:4][Gy:0Gy:1Gy:4][Gy:0Gy:1Gy:4]@(0,1,2,3,4)  5  0  0  0  39  0  0  0  50  0  0  0  463  0  0  0  48  0  0  0  535  0  0  0  586  0  0  0  6466  0  0  0
